location,violation_count,latitude,longitude,avg_severity,junction_ratio,repeat_offenders,cluster
"100 Feet Road, SBM Circle, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",3,13.025363733333334,77.52095456666667,3.6666666666666665,0.0,1.6666666666666667,10
"100 Feet Road, Sri Krishnappa Layout, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",26,12.97905916736431,77.6408466146165,5.961538461538462,0.0,1.2692307692307692,5
"100 Feet Road, Stage 1, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",46,12.980921577159416,77.64088539897126,7.478260869565218,0.0,1.108695652173913,5
"100 Feet Road, TVS Cross, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",10,13.02787933,77.52005333,13.1,0.0,1.1,10
"100 Feet Road, VK Ramanna Block, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",11,13.021643636363637,77.53152364545454,5.363636363636363,0.0,1.0,7
"100 Feet Road, Vivekanand Nagar, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",26,13.039501903846153,77.51846146923077,3.3461538461538463,0.0,1.3076923076923077,8
"101, 17th Cross Road, Sector 6, HSR Layout, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560102, India",1,12.9123274,77.6361183,3.0,0.0,1.0,1
"101/A, 17th Cross Road, Sector 6, HSR Layout, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560102, India",5,12.912349699999998,77.63596953999999,3.0,0.0,1.0,1
"102, 17th Cross Road, Sector 6, HSR Layout, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560102, India",2,12.9123195,77.6358076,3.0,0.0,1.0,1
"1075, 12th Main Road, Motappanapalya, Indiranagar, Jogpalya, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560008, India",1,12.9699024,77.6373941,3.0,0.0,1.0,6
"1082, 12th Main Road, Motappanapalya, Indiranagar, Jogpalya, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560008, India",1,12.9701183,77.6387,3.0,0.0,1.0,6
"109, 2nd Main Road, Nagapura, Mahalakshmipuram, Nagapura, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560086, India",4,12.99929475,77.5487521,3.0,1.0,2.75,3
"10A Main, Geetha Colony, Jayanagar 4th Block, Tilak Nagara, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560011, India",1,12.9284992,77.5854438,3.0,1.0,1.0,11
"10th A Cross Road, Alpine Eco Apartment, Doddanekundi, Bengaluru, Karnataka. Pin-560037 (India)",7,12.972662966044833,77.70069403551815,3.0,0.0,1.0,-1
"10th A Cross Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",88,12.999792679545454,77.549473675,3.034090909090909,1.0,2.590909090909091,3
"10th A Cross Road, Dr M Munivenkataswamy Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",17,13.002368852941176,77.54975166470588,3.0,1.0,5.823529411764706,3
"10th A Cross Road, Ketamaranahalli, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",19,13.001968352631579,77.55034148947368,3.0,1.0,1.4736842105263157,3
"10th A Main Road, Ashoka Stambh Circle, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)",1,12.9428517,77.58605,3.0,0.0,1.0,12
"10th A Main Road, BMTC Transport Complex, Block 4, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",9,12.928552711111111,77.58533231111112,3.2222222222222223,1.0,1.8888888888888888,11
"10th A Main Road, Block C, KP Agrahara, Bengaluru, Karnataka. Pin-560023 (India)",5,12.975565040000001,77.55843486,3.0,0.0,1.2,3
"10th A Main Road, Da Ra Bendre Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",3,12.932772899999998,77.5851901,3.0,1.0,1.0,11
"10th A Main Road, Geetha Colony, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",1,12.9310994,77.5852083,3.0,1.0,1.0,11
"10th A Main Road, Jayanagar 4th Block, Byrasandra, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560011, India",1,12.9262486,77.5854615,3.0,1.0,1.0,11
"10th A Main Road, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",1,13.0088912,77.562965,8.0,0.0,1.0,3
"10th A Main Road, Shri Satya Sai Circle, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",1,12.9218508,77.5853739,3.0,0.0,2.0,11
"10th B Main Road, BMTC Transport Complex, Block 4, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",8,12.928560237500001,77.5857615875,3.0,1.0,1.0,11
"10th B Main Road, Freedom Fighters Colony, Laggere, Bengaluru, Karnataka. Pin-560058 (India)",6,13.006689999999999,77.52637671666666,3.8333333333333335,0.0,1.1666666666666667,13
"10th B Main Road, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",5,12.9273586,77.58536936,3.2,1.0,1.4,11
"10th B Main Road, Malleshwar Layout, Laggere, Bengaluru, Karnataka. Pin-560058 (India)",1,13.0078967,77.5259683,8.0,0.0,1.0,13
"10th B Main Road, Muniswara Layout, Laggere, Bengaluru, Karnataka. Pin-560058 (India)",7,13.00777417142857,77.52613795714285,7.285714285714286,0.0,1.0,13
"10th C Cross Road, Shankar Math, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560086 (India)",2,12.999908399999999,77.54119715,3.0,1.0,1.5,3
"10th C Cross Road, Shankarmata Circle, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560086 (India)",1,12.9997905,77.5413318,3.0,1.0,2.0,3
"10th C Main Road, Gubbanna Industrial Estate, Block 6, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",3,12.9798501,77.55498733333333,3.0,1.0,1.0,3
"10th C Main Road, Prasanna Theatre Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",2,12.9756185,77.554575,3.0,1.0,1.0,3
"10th C Main Road, Siddapura Circle, Mavalli, Bengaluru, Karnataka. Pin-560004 (India)",21,12.945712104761904,77.58718787142857,3.0,0.0,1.4285714285714286,12
"10th C Main Road, Sri SV Chenna Krishnaiah Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",7,12.9800201,77.55494088571429,3.7142857142857144,1.0,1.0,3
"10th Cross Road, AK Colony, Sadduguntepalya, Bengaluru, Karnataka. Pin-560029 (India)",1,12.930995,77.608205,3.0,1.0,2.0,2
"10th Cross Road, Acharya Sri Ramanuja Circle, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",42,13.0010116,77.5713401452381,3.0,0.0,1.2619047619047619,3
"10th Cross Road, Ahmed Nagar, Chandra Layout Stage 1, Bengaluru, Karnataka. Pin-560039 (India)",4,12.949550775,77.523530775,4.25,0.0,2.0,14
"10th Cross Road, Annayappa Block, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",1,12.9959283,77.5826283,9.0,1.0,2.0,3
"10th Cross Road, Annayappa Colony, HAL Stage 3, New Thippasandra, Bengaluru, Karnataka. Pin-560075 (India)",3,12.9720019,77.65393533333334,3.0,0.0,2.0,15
"10th Cross Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",1066,12.999295543298043,77.54923213250048,3.044090056285178,1.0,3.4849906191369606,3
"10th Cross Road, Block 1N, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",15,13.004111179999999,77.55213597333334,3.0,1.0,1.6666666666666667,3
"10th Cross Road, Block E, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India)",5,13.0603285,77.58999956,3.0,0.0,1.0,16
"10th Cross Road, Brigade Senate 1, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",6,13.047747216666666,77.57920876666667,3.0,0.0,1.8333333333333333,17
"10th Cross Road, Dr BR Ambedkar Nagar, Viveka Nagar, Bengaluru, Karnataka. Pin-560047 (India)",1,12.9482735,77.6277531,3.0,0.0,1.0,18
"10th Cross Road, Dr M Munivenkataswamy Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",41,13.003685768292684,77.5499245,3.024390243902439,1.0,1.3414634146341464,3
"10th Cross Road, Dr Rajkumar Road 10th Cross Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",106,13.004353843396228,77.55334591320754,3.018867924528302,1.0,1.5,3
"10th Cross Road, Fast Print Junction, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",1,12.9365483,77.5685775,3.0,0.0,1.0,-1
"10th Cross Road, Freedom Fighters Colony, Laggere, Bengaluru, Karnataka. Pin-560058 (India)",2,13.00694,77.5277417,3.0,0.0,3.0,13
"10th Cross Road, Ganapathinagar, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India)",4,13.064893025,77.5892559,3.0,0.0,1.25,16
"10th Cross Road, Hemant Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",2,12.959546549999999,77.70173804999999,3.0,0.0,1.0,19
"10th Cross Road, Hoshalli, Padarayanapura, Bengaluru, Karnataka. Pin-560026 (India)",1,12.964185,77.5500042,3.0,0.0,1.0,3
"10th Cross Road, Jagathguru Shri Sivaratripura Circle, Jayanagar, Bengaluru, Karnataka. Pin-560070 (India)",19,12.924907722327275,77.57518950140208,3.0,1.0,1.0,11
"10th Cross Road, Jai Maniurao Circle, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",3,12.9785763,77.54358926666667,4.666666666666667,1.0,1.0,3
"10th Cross Road, KK Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",1,12.969214,77.5060281,9.0,0.0,1.0,58
"10th Cross Road, Kadumalleshwara, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",11,13.001084618181817,77.57015742727273,3.0,0.0,1.5454545454545454,3
"10th Cross Road, Kaniyar Colony, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)",3,12.959350433333334,77.5585533,8.0,1.0,1.0,3
"10th Cross Road, Kempegowda Layout, Laggere, Bengaluru, Karnataka. Pin-560058 (India)",1,12.9989767,77.525095,8.0,0.0,1.0,13
"10th Cross Road, LIC Colony Junction, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)",29,12.931558248275863,77.59251183793104,3.0344827586206895,0.0,1.0689655172413792,-1
"10th Cross Road, Mantri Elegance Apartment, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)",1,12.9304533,77.6097833,8.0,1.0,2.0,2
"10th Cross Road, Nagapura, Mahalakshmipuram, Nagapura, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560086, India",1,12.9993265,77.5494338,3.0,1.0,1.0,3
"10th Cross Road, Narayanpura, Wilson Garden, Bengaluru, Karnataka. Pin-560030 (India)",1,12.9491691,77.5979279,3.0,1.0,1.0,3
"10th Cross Road, Phase 1, Manjunatha Nagar, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",2,12.998908199999999,77.54786580000001,3.0,1.0,1.0,3
"10th Cross Road, Purva Sunflower, Shankarappa Garden, Magadi Road Area, Bengaluru, Karnataka. Pin-560023 (India)",2,12.9754698,77.5567195,3.0,1.0,1.0,3
"10th Cross Road, RGI Colony, LN Puram, Bengaluru, Karnataka. Pin-560021 (India)",2,12.992915799999999,77.55995275000001,3.0,1.0,1.0,3
"10th Cross Road, Ramanjaneya Layout, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",3,12.959489733333333,77.70170223333334,3.0,0.0,2.0,19
"10th Cross Road, Ramesh Babu Circle, Vijaya Nagar Stage 2, Bengaluru, Karnataka. Pin-560104 (India)",3,12.9645383,77.5416683,3.0,0.0,2.0,3
"10th Cross Road, SJR Brooklyn Apartment, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",6,12.971535433333335,77.71181003333334,4.333333333333333,0.0,1.6666666666666667,20
"10th Cross Road, Sampangiram Nagar, Bengaluru, Karnataka. Pin-560027 (India)",3,12.965578866666666,77.59264346666667,3.0,1.0,2.6666666666666665,3
"10th Cross Road, Sector 1, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",9,12.917941888888889,77.65183288888889,3.0,0.0,1.1111111111111112,21
"10th Cross Road, Star Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",92,12.99915051847826,77.54858606956522,3.0543478260869565,1.0,2.641304347826087,3
"10th Cross Road, Temple Tree, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)",1,12.9037545,77.6264576,3.0,0.0,2.0,1
"10th Cross Road, Venugopala Layout, Vidyaranyapura, Bengaluru, Karnataka. Pin-560097 (India)",3,13.082735,77.5604633,3.0,0.0,1.6666666666666667,51
"10th Cross Road, Vinayaka Nagara, Wilson Garden, Hombegowda Nagara, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560030, India",4,12.946773449999998,77.59618835,3.0,1.0,1.0,3
"10th Cross Road, Whispering Meadows, Dollars Colony, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",13,13.047513561538462,77.57217366153847,3.0,0.0,1.7692307692307692,17
"10th Cross Road, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",4,12.954554125,77.590313525,3.0,1.0,1.5,3
"10th Cross Road, Yalappa Garden, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",1,13.0010241,77.5722158,3.0,0.0,1.0,3
"10th D Main Road, Sri SV Chenna Krishnaiah Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",8,12.9799386125,77.5546738875,3.0,1.0,1.125,3
"10th G Main Road, Block 6, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",1,12.9771283,77.5531217,3.0,1.0,2.0,3
"10th Main Road, Achaiah Chetty Layout, RMV Extension, Sadashiva Nagar, Bengaluru, Karnataka. Pin-560080 (India)",17,13.011236876470589,77.58346785294118,3.588235294117647,1.0,1.1176470588235294,0
"10th Main Road, Annayappa Colony, HAL Stage 3, New Thippasandra, Bengaluru, Karnataka. Pin-560075 (India)",1,12.9721857,77.6536126,3.0,0.0,1.0,15
"10th Main Road, BKL Colony, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)",32,12.90585890625,77.629934478125,3.125,0.0,1.15625,1
"10th Main Road, BMTC Transport Complex, Block 4, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",5,12.92880452,77.5849666,3.0,1.0,1.0,11
"10th Main Road, Banashankari 1st Stage, Ashoka Nagara, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560050, India",1,12.940137,77.5576986,3.0,0.0,1.0,3
"10th Main Road, Bescom Employees House Building Cooperative Society, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",203,12.986056762068966,77.55585541724137,3.0591133004926108,1.0,1.8768472906403941,3
"10th Main Road, Block 3, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",65,12.987557143076922,77.5559589923077,3.0,1.0,1.353846153846154,3
"10th Main Road, Block 4, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",7,12.9263777,77.58490614285714,3.2857142857142856,1.0,1.0,11
"10th Main Road, Block 4, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",1,13.01602,77.5314461,8.0,0.0,1.0,7
"10th Main Road, Block 4E, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",4,12.985187575,77.5563411,3.0,1.0,1.0,3
"10th Main Road, Block A, Subramanya Nagar Stage 2, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",8,13.0078701375,77.5572494625,3.0,0.125,1.0,3
"10th Main Road, Block C, KP Agrahara, Bengaluru, Karnataka. Pin-560023 (India)",1,12.974483,77.5573837,3.0,0.0,1.0,3
"10th Main Road, Da Ra Bendre Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",1,12.9328279,77.5848991,3.0,1.0,1.0,11
"10th Main Road, Dhondusa Layout, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",1,12.94148676625634,77.56591872645386,8.0,0.0,1.0,3
"10th Main Road, Dr Vishnuvardhan Circle, Laggere, Bengaluru, Karnataka. Pin-560058 (India)",1,13.0205409,77.5212531,3.0,0.0,1.0,-1
"10th Main Road, ESI Hospital Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",74,12.989713816216216,77.55602651486487,3.0135135135135136,1.0,1.3513513513513513,3
"10th Main Road, Filor House, AECS Layout A Block, Kudlu, Bengaluru, Karnataka. Pin-560068 (India)",3,12.882549332795913,77.64955139837603,3.0,0.0,5.666666666666667,1
"10th Main Road, Geetha Colony, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",2,12.9302414,77.58484895000001,3.0,1.0,1.0,11
"10th Main Road, Grace Town, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",1,13.028872,77.6311181,3.0,0.0,1.0,22
"10th Main Road, ITI Layout, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)",1,12.90246982548289,77.64125450219566,7.0,0.0,1.0,-1
"10th Main Road, JC Nagar, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560079 (India)",1,12.9932367,77.5380294,3.0,1.0,1.0,3
"10th Main Road, Jayanagar Shopping Complex, Block 4, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",1,12.9292262,77.584961,3.0,1.0,1.0,11
"10th Main Road, Jooganahalli, Bandi Reddy Circle Ward, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560021, India",2,12.9920677,77.5574639,3.5,1.0,1.0,3
"10th Main Road, Jooganahalli, Block 2, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",3,12.991301633333334,77.55608523333333,3.0,1.0,1.0,3
"10th Main Road, Judicial Officers HBCS, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (India)",4,13.0245015,77.59298515,3.0,0.0,2.5,23
"10th Main Road, KEB Quarters, Stage 4, Yelahanka New Town, Bengaluru, Karnataka. Pin-560064 (India)",1,13.0981558,77.5696556,3.0,0.0,1.0,24
"10th Main Road, Kerekodi Palya, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",1,12.9295321,77.5351542,3.0,0.0,1.0,-1
"10th Main Road, MICO Employees House Building Cooperative Society, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)",2,12.913833050000001,77.60795655,3.0,1.0,1.0,2
"10th Main Road, Madhavan Circle, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)",3,12.936627666666666,77.58503073333333,3.0,0.6666666666666666,1.0,12
"10th Main Road, Mathikere Extension, Bengaluru, Karnataka. Pin-560054 (India)",1,13.0305783,77.5601069,3.0,0.0,1.0,34
"10th Main Road, Mount Joy Extension, Hanumantha Nagar, Bengaluru, Karnataka. Pin-560004 (India)",5,12.940262780000001,77.56453226,3.0,0.0,1.0,3
"10th Main Road, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",3,13.016113533333334,77.53121753333333,6.333333333333333,0.0,11.666666666666666,7
"10th Main Road, P&T Colony, RT Nagar, Bengaluru, Karnataka. Pin-560032 (India)",81,13.02433381851852,77.59373731728395,3.1604938271604937,0.0,1.6419753086419753,23
"10th Main Road, Palace Orchard Apartment, RMV Extension, Sadashiva Nagar, Bengaluru, Karnataka. Pin-560080 (India)",1,13.0115153,77.5793922,3.0,0.0,2.0,0
"10th Main Road, Police Quarters, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",5,12.97171748,77.53792406,3.0,1.0,1.0,3
"10th Main Road, Poornapragna Housing Society Layout, Kodipur, Bengaluru, Karnataka. Pin-560061 (India)",2,12.9099655,77.5345151,3.0,0.0,1.0,-1
"10th Main Road, Prakash Nagar, Bengaluru, Karnataka. Pin-560021 (India)",8,12.9924952375,77.5572162,3.0,1.0,2.0,3
"10th Main Road, Rajajinagar 3rd Block, Rajajinagar, Rajajinagara, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560010, India",2,12.988381050000001,77.55600845000001,3.0,1.0,1.0,3
"10th Main Road, Rajajinagar 4th Block, Rama Mandira, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560010, India",8,12.986392712499999,77.5558738,3.0,1.0,1.5,3
"10th Main Road, ST Bed Layout Extension, Block 4, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",1,12.933252,77.6309473,3.0,0.0,1.0,2
"10th Main Road, Shantiniketan Layout, Arakere, Bengaluru, Karnataka. Pin-560076 (India)",1,12.8833483,77.60725,3.0,0.0,1.0,-1
"10th Main Road, Shri Satya Sai Circle, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",2,12.92242425,77.58486909999999,3.0,0.5,1.0,11
"10th Main Road, Sri Aurobindo Circle, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",1,12.917227,77.5846921,3.0,1.0,1.0,11
"10th Main Road, Sri SV Chenna Krishnaiah Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",4,12.980263825,77.555086225,4.5,1.0,1.0,3
"10th Main Road, Sri Srinivasa Nagar Circle, Banashankari Stage 1, Bengaluru, Karnataka. Pin-560050 (India)",12,12.9380135898476,77.5573163275477,3.0,0.0,1.3333333333333333,3
"10th Main Road, The Metropolitan Cooperative Housing Society, Sector 4, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",1,12.9124168,77.6357411,3.0,0.0,1.0,1
"10th Main Road, Valliappa Nagar, Bengaluru, Karnataka. Pin-560001 (India)",5,12.99235898,77.59202464,3.0,0.0,1.0,3
"10th Main Road, Vinayaka Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",2,12.96196865,77.50915180000001,3.0,0.0,1.0,14
"11, 1st A Main Road, Sector A, Yelahanka New Town, Yelahanka Satellite Town, Bengaluru North City Corporation, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, 560064, India",1,13.0976841,77.5842765,3.0,0.0,1.0,25
"11/12, Abhayadhama Road, Ambedkar Nagar, S.M Krishna Ward, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560066, India",1,12.9796387,77.7507959,3.0,0.0,1.0,26
